	tokens	ratings
2470	politics	6.261981
2471	resource	16.275871
2472	advancing	5.103141
2473	effort	3.0622935
2474	file	3.503385
2475	immune	7.217103
2476	iud	11.43933
2477	heard	7.614293
2478	murdered	19.811815
2479	creature	6.7102947
2480	immoral	4.4054375
2481	anyone	1.8827605
2482	foreseeable	1.8064492
2483	poachers	15.07735
2484	healing	31.222647
2485	much	2.537946
2486	remembered	7.2797537
2487	facts	7.408868
2488	supporters	8.497065
2489	society	5.231225
2490	survivors	15.411497
2491	forming	6.2369967
2492	brothers	17.392344
2493	actually	2.6574192
2494	muslims	8.758992
2495	hoping	2.6074312
2496	rhinos	21.752855
2497	announced	5.230916
2498	prevented	4.6941957
2499	his	6.8069754
2500	chain	3.6781054
2501	endangered	14.655207
2502	actuality	3.381764
2503	fixed	2.9418828
2504	display	4.588372
2505	has	7.4046144
2506	leave	4.0062466
2507	dreams	7.0517836
2508	lot	4.2933216
2509	illegally	5.4114275
2510	drowning	15.591197
2511	consensual	3.516424
2512	regret	4.252206
2513	helped	13.102251
2514	illness	22.354006
2515	need	10.21709
2516	cleaner	5.064741
2517	pitcher	3.918328
2518	recently	8.559928
2519	southern	11.649075
2520	nor	1.668425
2521	stalled	3.4506977
2522	clashes	9.384333
2523	wasn	3.944238
2524	brought	9.966035
2525	systems	11.376955
2526	several	5.194174
2527	leaves	5.2134504
2528	traffic	11.235314
2529	megyn	18.071352
2530	watching	3.5691888
2531	assault	11.049652
2532	unforgiving	11.734793
2533	force	2.805
2534	digesting	12.847822
2535	statement	7.608879
2536	gingrich	11.509836
2537	fell	15.255407
2538	university	5.095397
2539	mouth	11.025302
2540	80	11.802336
2541	scientists	3.8872344
2542	asked	5.9070826
2543	dominant	2.3321836
2544	experience	12.968421
2545	insane	2.237629
2546	sound	8.849588
2547	refuse	3.31163
2548	school	9.512309
2549	goal	12.4572115
2550	marches	10.595101
2551	scientific	8.141703
2552	hearted	10.219735
2553	zoo	12.574863
2554	or	6.346078
2555	immigration	5.1656857
2556	young	8.295151
2557	brutal	12.039858
2558	major	4.0501747
2559	late	4.0792294
2560	say	3.7120633
2561	state	7.0928698
2562	suffered	19.370197
2563	perspective	15.667637
2564	evidence	4.9716463
2565	sex	3.242743
2566	everywhere	10.311371
2567	extremely	7.5351973
2568	residents	14.650388
2569	enemies	9.445804
2570	dealt	12.671931
2571	billed	5.1206703
2572	il	9.229314
2573	introduce	5.8198404
2574	lean	9.17169
2575	level	5.465436
2576	8	10.487227
2577	thula	3.6083338
2578	gop	10.023979
2579	limb	6.5390434
2580	maker	4.790311
2581	experienced	12.19815
2582	tens	14.520935
2583	emotional	23.999289
2584	pays	3.701975
2585	count	8.117182
2586	control	3.9223082
2587	gore	6.308511
2588	domestic	3.3309982
2589	nessicities	3.6083338
2590	deported	7.501423
2591	knew	9.098816
2592	disturbing	2.085915
2593	scolding	5.4725037
2594	moment	5.8397264
2595	thrown	7.595353
2596	ensure	15.34426
2597	shipwrecks	26.061743
2598	protesting	9.394669
2599	once	3.7335103
2600	(	5.234215
2601	possibility	1.8305143
2602	typical	3.2396722
2603	requires	6.843257
2604	presumably	2.9710855
2605	furthermore	7.4820986
2606	heartbroken	25.384604
2607	customers	11.83296
2608	america	12.563652
2609	independently	6.284089
2610	manmade	6.231614
2611	minimal	7.5331316
2612	female	5.1527042
2613	sung	24.637058
2614	ruptured	10.711563
2615	nightly	7.4220133
2616	aleppo	18.96557
2617	energy	15.121487
2618	feel	17.82239
2619	parent	8.005357
2620	exists	1.9600244
2621	ate	5.640539
2622	islamic	6.2610703
2623	wondered	3.8364613
2624	justice	17.817299
2625	street	7.442895
2626	victims	12.421201
2627	began	8.940491
2628	determined	6.7212315
2629	conservatives	5.538378
2630	group	5.3424225
2631	racial	17.554773
2632	locations	7.4468927
2633	plant	8.685116
2634	thought	4.2834473
2635	banana	1.7424759
2636	allows	6.9842253
2637	help	19.909641
2638	???	3.6083338
2639	exiled	12.578785
2640	knowing	6.284602
2641	strange	2.3305683
2642	solution	3.939755
2643	temperatures	8.514279
2644	facebook	5.4011364
2645	planning	7.1896496
2646	less	5.0627413
2647	mind	3.8045733
2648	climb	11.944879
2649	eyesight	24.674614
2650	speculation	3.823076
2651	opinion	4.5852575
2652	track	11.154243
2653	awful	11.2739935
2654	card	9.71876
2655	walk	18.494709
2656	kill	8.021005
2657	between	6.38943
2658	car	13.053474
2659	blame	4.7514477
2660	apart	5.2396345
2661	study	10.445568
2662	still	3.201262
2663	volunteering	11.27782
2664	where	3.587997
2665	money	4.074937
2666	increasingly	7.9817085
2667	pie	5.8595505
2668	uw	7.663947
2669	story	6.132557
2670	shootings	12.048955
2671	bank	7.5850334
2672	hate	4.246099
2673	completely	5.468871
2674	ultimately	7.5871162
2675	chickens	6.955312
2676	idea	3.9132338
2677	hall	5.7527094
2678	proper	5.913126
2679	lead	9.4335165
2680	then	5.779684
2681	operate	6.7604094
2682	dollars	5.557885
2683	consumers	14.534579
2684	deal	8.161199
2685	instead	2.0621095
2686	academic	10.354289
2687	conservation	19.841028
2688	act	6.0367165
2689	differences	3.5337322
2690	waging	9.560048
2691	alarming	2.844721
2692	issues	5.980588
2693	viable	2.6026819
2694	supermarkets	9.16077
2695	reaches	14.431065
2696	institutes	2.7947128
2697	progress	3.5892932
2698	governance	11.143477
2699	sneaking	1.8331211
2700	teach	7.2043552
2701	dead	5.6757574
2702	amazon	9.420266
2703	2	7.441905
2704	kept	1.8246688
2705	lye	7.2305536
2706	efficiency	9.389501
2707	meal	7.7979956
2708	extinct	4.7670727
2709	set	5.2816525
2710	reef	9.466349
2711	shaking	3.2230127
2712	detestable	2.69335
2713	articles	10.248681
2714	army	5.598522
2715	careful	5.486474
2716	discuss	6.063485
2717	misogynistic	2.5347886
2718	potential	4.3683662
2719	russia	6.0252724
2720	authorities	11.10367
2721	masks	3.3704133
2722	sea	17.245749
2723	blindness	12.8145485
2724	wow	8.380137
2725	themselves	2.9882388
2726	all	5.527546
2727	chime	9.216734
2728	ahead	2.4061642
2729	selling	3.4535325
2730	wells	10.319823
2731	preserve	10.444476
2732	sicker	7.306716
2733	sexism	5.3819466
2734	restitution	20.911106
2735	smartphone	5.749795
2736	growing	2.2224646
2737	wake	4.9030323
2738	happened	5.5761776
2739	together	8.735726
2740	hi	7.9548635
2741	accusing	5.7135067
2742	sufficiently	3.1932077
2743	clinton	7.3131256
2744	andrea	21.866058
2745	geez	6.177845
2746	fly	10.685433
2747	supports	6.2533712
2748	public	7.309984
2749	im	8.455836
2750	europe	4.2158885
2751	related	4.8557796
2752	irritates	3.3930156
2753	take	6.0041685
2754	share	7.510647
2755	attacked	9.734152
2756	scary	4.933584
2757	teachers	13.743022
2758	levels	6.832858
2759	trunp	3.6083338
2760	must	6.9746494
