	tokens	ratings
2384	year	3.0458496
2385	trading	3.0474284
2386	studied	2.9761746
2387	soul	2.9767454
2388	engaged	3.0678759
2389	line	3.0763307
2390	declined	2.9756305
2391	ask	3.0856934
2392	marinated	3.0343893
2393	have	3.150431
2394	european	3.0971375
2395	signifies	3.1313317
2396	joint	3.0849633
2397	am	3.0682964
2398	houston	3.0712698
2399	joys	3.0512915
2400	nick	3.0702093
2401	volunteers	3.1143458
2402	day	3.101392
2403	distorting	2.976116
2404	anglicans	3.0727284
2405	expensive	3.0083776
2406	indulgences	3.1124063
2407	level	3.126131
2408	planet	3.1129704
2409	pay	3.1281514
2410	house	3.0623953
2411	scheme	3.0612218
2412	mean	3.09261
2413	seek	3.095661
2414	name	3.0469172
2415	don	3.201819
2416	eating	3.0917969
2417	carvings	2.9794693
2418	enzo	3.109348
2419	flecks	2.975575
2420	inconsistencies	2.9838254
2421	space	3.0949078
2422	interpretation	3.0850136
2423	%;	3.0873408
2424	bathroom	3.0180368
2425	recipients	3.054764
2426	cans	3.083514
2427	viticultural	3.135007
2428	indiana	3.039376
2429	eminent	3.0802777
2430	in	3.0448868
2431	playing	3.1374273
2432	passport	3.033202
2433	trail	3.0192525
2434	drunk	2.9763896
2435	hotels	3.0520623
2436	sing	3.1560404
2437	pressure	2.9766157
2438	dominant	3.0228412
2439	april	3.0341606
2440	sunshine	2.9903083
2441	break	3.0830083
2442	2009	3.0224557
2443	handful	3.0281777
2444	north	2.9813626
2445	deal	3.0913785
2446	publicly	3.0600007
2447	columbia	3.0615246
2448	compass	3.0449471
2449	satisfaction	3.183221
2450	extort	3.080584
2451	faulted	2.975575
2452	squandered	3.0275946
2453	cream	3.0326624
2454	late	2.975575
2455	theory	3.0662208
2456	sweet	3.0601487
2457	sprang	2.975575
2458	overdose	2.9755845
2459	risk	3.0105925
2460	confession	2.9776866
2461	peacekeepers	2.9821787
2462	‘	3.1802344
2463	habitat	3.091815
2464	berths	2.9762905
2465	exhibitions	3.117155
2466	wildlife	3.2122378
2467	boat	2.980072
2468	education	3.1497734
2469	.,	3.1118078
2470	portuguese	3.1179578
2471	attribute	3.0620298
2472	638	2.9979992
2473	2008	3.012758
2474	europe	3.033266
2475	regions	3.0145624
2476	cleveland	3.0515585
2477	roy	3.0594914
2478	collection	3.1614513
2479	movements	2.9760392
2480	analogies	3.0614564
2481	unveiling	3.0868316
2482	embarrassed	2.975575
2483	drug	3.005726
2484	workshop	3.1200943
2485	publishing	3.1292648
2486	soaring	2.9977856
2487	overnight	2.9875686
2488	%	3.0753398
2489	let	3.1138346
2490	1	3.0333452
2491	social	3.1612067
2492	scout	3.0322907
2493	flowed	2.975575
2494	out	3.0602772
2495	shaved	2.9839692
2496	third	3.01623
2497	talking	3.0325277
2498	efforts	3.0702891
2499	bardwell	3.0873408
2500	women	3.1173055
2501	raid	3.0151496
2502	colombia	3.0363653
2503	stroke	2.9755852
2504	—	3.0422916
2505	abilities	3.1325178
2506	edicts	3.0388021
2507	private	3.1157346
2508	people	3.115883
2509	nests	3.006932
2510	king	3.0720153
2511	important	3.108257
2512	together	3.174513
2513	counterpart	3.061314
2514	speak	3.0743685
2515	fatigue	2.975575
2516	coppola	3.1007798
2517	covers	3.061558
2518	seems	2.9781482
2519	apocalypse	2.997492
2520	loves	3.1459777
2521	eyes	2.975575
2522	passed	2.9756582
2523	official	3.073323
2524	cable	3.0269332
2525	popular	3.0863116
2526	naked	3.0035498
2527	174	2.984278
2528	showroom	3.1189587
2529	san	3.0654242
2530	balance	3.12787
2531	brow	2.9756916
2532	desk	3.019551
2533	socialist	3.0499117
2534	shiite	3.0938106
2535	began	2.9756854
2536	ignoring	2.977537
2537	rio	3.0784566
2538	signature	3.1059535
2539	providers	3.1348667
2540	silva	3.0958881
2541	lady	3.0827503
2542	geometrical	3.0593781
2543	matthews	3.0265028
2544	shifted	2.975575
2545	macau	3.055324
2546	conclusion	3.0538435
2547	brute	3.0101655
2548	gladly	3.1159775
2549	steam	2.9812024
2550	making	3.1442258
2551	client	3.087318
2552	antiques	3.0774767
2553	stupid	3.044499
2554	fatale	3.059225
2555	nationalities	3.0383966
2556	instead	3.040899
2557	flesh	2.9804173
2558	590	3.02279
2559	belief	3.090756
2560	stakes	3.04055
2561	concept	3.1059046
2562	rules	3.1196773
2563	explanation	2.9892788
2564	them	3.1486568
2565	ratners	3.0873408
2566	fingers	2.975575
2567	visited	2.9770286
2568	julia	3.0710988
2569	movie	3.1391516
2570	offset	3.0070388
2571	issued	3.0209477
2572	brit	3.1276793
2573	five	3.0529838
2574	obliged	2.9828143
2575	seasons	3.0186899
2576	sonar	3.0095859
2577	sandwich	3.1473262
2578	cigarettes	3.0011294
2579	elephants	3.0714126
2580	revisiting	3.0587707
2581	start	3.183969
2582	cerebral	2.9956698
2583	hurricane	2.975575
2584	ecumenical	3.0697794
2585	segments	3.0719578
2586	learned	3.0075572
2587	noir	3.104301
2588	minus	3.0226247
2589	casinos	3.0825603
2590	hardships	2.9755898
2591	rarities	3.1105738
2592	failed	2.9756532
2593	overlap	3.0498261
2594	ralston	2.9837043
2595	cardmember	3.2197201
2596	wholesalers	3.0559366
2597	emotions	2.9781644
2598	opposite	3.0454957
2599	ordinary	3.0409431
2600	eventually	3.004666
2601	)(	3.0873408
2602	coach	3.0848877
2603	innovation	3.1505895
2604	strongest	3.0767694
2605	sorry	2.975575
2606	thirty	2.9893234
2607	classes	3.115786
2608	growers	3.1151485
2609	jewell	3.1020243
2610	wehner	3.0873408
2611	promise	3.1759305
2612	katrina	2.999635
2613	alexis	3.0593307
2614	document	3.0545013
2615	edition	3.094801
2616	lebanese	3.1020565
2617	oldest	3.061822
2618	perfect	3.1906893
2619	brother	2.977578
2620	simple	3.1434174
2621	assuming	3.05984
2622	punish	3.0705414
2623	-	3.059346
2624	work	3.1356318
2625	director	3.0956814
2626	returning	3.0015583
2627	shoot	3.1481564
2628	heralds	3.0835102
2629	senator	3.017957
2630	spin	3.146212
2631	step	3.0839686
2632	flu	2.975575
2633	bleak	2.975575
2634	feature	3.1222403
2635	attraction	3.0984116
2636	land	3.0496647
2637	mounts	3.0622082
2638	bear	3.0044386
2639	furniture	3.0362182
2640	interactions	3.0766795
2641	calm	2.9769528
2642	victory	3.0730736
2643	perfectly	3.1452065
2644	spokesman	3.0028908
2645	relations	3.0610318
2646	squirrel	2.999827
2647	spirit	3.0951545
2648	charm	3.1078405
2649	statement	3.0965333
2650	meet	3.1590624
2651	monitor	3.1094112
2652	turnings	2.9790328
2653	childhood	2.9879618
2654	assured	3.1059127
2655	disappeared	2.975575
2656	sit	3.0541468
2657	better	3.14619
2658	great	3.1946907
2659	productions	3.136016
2660	army	3.020388
2661	fortune	3.0487704
2662	chefs	3.1615665
2663	vampires	3.0536685
2664	person	3.0724514
2665	here	3.082078
2666	stillness	2.975575
2667	boys	3.145599
2668	observe	3.1330101
2669	sponsor	3.1523883
2670	dolphins	3.1083276
2671	tracking	3.0254564
2672	conflict	2.9997642
2673	violation	3.0429149
2674	do	3.1686516
2675	test	3.1205618
2676	banking	3.055959
2677	founded	3.0532465
2678	guns	3.010926
2679	safety	3.0348334
2680	stifled	2.975575
2681	league	3.1020505
2682	route	3.0581195
2683	cher	3.0317967
2684	man	3.0638123
2685	walk	3.119517
2686	starts	3.1389737
2687	ocean	2.9844048
2688	transmitted	2.9826746
2689	originally	2.9879582
2690	storage	3.0734212
2691	wake	2.975575
2692	orthodox	3.0760992
2693	academic	3.1074095
2694	church	3.0071726
2695	architecture	3.0841665
2696	practices	3.071816
2697	palestine	3.060907
2698	irish	3.0707693
2699	full	3.1421075
2700	flashing	2.9866292
2701	interest	3.117708
2702	february	2.9895139
2703	owner	3.0408418
2704	tailoring	3.1543486
2705	god	3.0530787
2706	_and	3.0873408
2707	rest	3.0286517
2708	through	3.0598934
2709	increase	3.1421485
2710	stepped	2.9756744
2711	latest	3.1270103
2712	salvage	3.0786421
2713	race	3.0761395
2714	romaine	3.0754695
2715	appearance	3.0551438
2716	appropriate	3.0952802
2717	usa	3.0766757
2718	korea	3.0853877
2719	harmony	3.1677296
2720	partial	2.989012
2721	amount	3.0736334
2722	hill	2.9785824
2723	bums	3.1280766
2724	hoped	2.9768858
2725	carribbean	3.062866
2726	breast	2.9791286
2727	identified	3.0006738
2728	clear	3.069058
2729	prohibition	3.0510156
2730	pirated	3.043226
2731	flatwater	3.0782712
2732	require	3.1211877
2733	explorer	3.1130886
2734	lovely	3.0968802
2735	amazing	3.1828864
2736	scrap	3.0648508
2737	single	3.049171
2738	restrain	3.0338972
2739	rain	2.975575
2740	plug	3.124035
2741	is	3.0905645
2742	practitioners	3.0855684
2743	acephalous	2.9755998
2744	bicycling	3.1674345
2745	woods	2.9799287
2746	excellent	3.1718345
2747	vaguely	2.9757192
2748	pen	3.0135796
2749	reduced	2.9815876
2750	non	3.0786319
2751	booming	3.002067
2752	quartet	3.1026502
2753	ahead	3.0733676
2754	depth	2.9990563
2755	iv	3.016908
2756	required	3.0665727
2757	bartók	3.0873408
2758	attention	3.0401723
2759	author	3.0782204
2760	english	3.043849
2761	golden	3.0416222
2762	+	3.0608044
2763	place	3.0911038
2764	really	3.1031299
2765	87	2.9858668
2766	upsets	2.9942932
2767	forget	3.0240488
2768	names	3.0203226
2769	james	3.0578861
2770	cruise	3.133657
2771	128	2.9911985
2772	right	3.1462922
2773	acres	3.0910373
2774	see	3.1477578
2775	success	3.140693
2776	rachel	3.0823271
2777	masterful	3.1129234
2778	vicarious	3.1234157
2779	c	3.0376375
2780	overall	3.1246378
2781	palms	2.9857361
2782	friend	3.024048
2783	trunks	3.0183253
2784	second	3.035491
2785	gone	2.975604
2786	seeking	3.0319343
2787	jackson	3.0493898
2788	emil	3.0512035
2789	rattan	3.0792768
2790	edit	3.139948
2791	carpet	2.9876497
2792	integer	3.105694
2793	dell	3.0923223
2794	marion	3.0408595
2795	willows	2.982462
2796	1991	2.9872532
2797	methods	3.0861576
2798	scribble	3.0415187
2799	enrichment	3.1616466
2800	packet	3.0413277
2801	opportunities	3.1479053
2802	plane	2.975619
2803	guard	2.9789212
2804	marine	3.1202998
2805	examples	3.0789444
2806	fire	2.9794729
2807	foshan	3.0611277
2808	excursion	3.0975382
2809	many	3.0569448
2810	aspires	3.1048963
2811	turtles	3.039835
2812	facing	2.975575
2813	ability	3.1020584
2814	pick	3.1801758
2815	killed	2.975575
2816	faked	2.975575
2817	digital	3.162348
2818	dumpster	3.0395384
2819	irregular	2.975575
2820	psychology	3.100902
2821	#	3.0775409
2822	page	3.056743
2823	ones	3.04846
2824	far	2.9987202
2825	immediately	3.0493262
2826	fame	3.0462818
2827	garlicky	3.0265133
2828	bike	3.1615658
2829	mail	3.093007
2830	weisfield	3.0873408
2831	global	3.126133
2832	holiday	3.0785828
2833	tours	3.1560676
2834	footage	3.097729
2835	consummation	3.0612583
2836	peaceful	3.0519655
2837	men	3.0791392
2838	quench	3.1063688
2839	ourselves	3.120216
2840	cathe	3.0446932
2841	honey	3.109191
2842	bust	3.0083675
2843	shattered	2.975575
2844	everything	3.138047
2845	tip	3.040209
2846	legislators	3.0943456
2847	hardy	3.0465982
2848	gardens	3.120387
2849	cross	3.0015378
2850	fads	3.0743177
2851	penchant	3.0689979
2852	each	3.1223826
2853	temporary	2.9797513
2854	snake	2.9940326
2855	resorts	3.0449724
2856	italy	3.0353746
2857	terms	3.0779362
2858	nation	3.0854688
2859	filling	3.0168176
2860	trap	2.9758513
2861	below	2.9892514
2862	death	2.975575
2863	jumped	2.9756901
2864	18	2.980741
2865	basement	2.9764402
2866	faith	3.0486894
2867	mid	2.977056
2868	'.	3.0873408
2869	trombone	3.0347788
2870	succeeds	3.1048276
2871	played	3.0010426
2872	cruelties	2.9761395
2873	hero	3.0902088
2874	spy	3.0688632
2875	rambling	2.980347
2876	choosing	3.118643
2877	lawyer	3.0580196
2878	create	3.2248268
2879	kwu	3.0873408
2880	packaging	3.1084194
2881	tara	3.1023376
2882	conservative	3.0604696
2883	strength	3.0105393
2884	problems	2.9829826
2885	white	2.9993327
2886	himself	2.9825099
2887	cruelty	2.9916022
2888	lifestyle	3.1628184
2889	sledgehammer	3.0686924
2890	creates	3.1722763
2891	autographs	3.1305044
2892	000	3.0742733
2893	amendment	3.039685
2894	satisfying	3.194335
2895	york	3.0805535
2896	literature	3.0797017
2897	awards	3.125125
2898	arms	2.975575
2899	main	3.0381482
2900	respectful	3.1885812
2901	haze	2.975575
2902	3360	3.0609012
2903	morbidity	2.9763923
2904	ticking	2.989358
2905	scale	3.0703359
2906	venue	3.1074417
2907	2004	3.0021863
2908	49	2.9823651
2909	individuals	3.0903606
2910	grappled	2.975575
2911	iraqi	3.086136
2912	skies	2.978216
2913	behind	2.9813259
2914	kiss	2.9947894
2915	walked	2.9756832
2916	motivation	3.079121
2917	even	3.0161073
2918	being	2.9964912
2919	oversaw	3.008987
2920	midden	3.0511115
2921	event	3.1178863
2922	moment	2.9797275
2923	snapped	2.975575
2924	seeing	3.0504274
2925	polemics	2.9990313
2926	round	3.0713587
2927	run	3.115655
2928	immediate	3.0109425
2929	airasia	3.0898287
2930	admonition	3.044351
2931	beliefs	3.05777
2932	characters	3.0985107
2933	family	3.0976455
2934	ongoing	3.0671072
2935	having	3.0649533
2936	sure	3.13175
2937	plight	2.975575
2938	purpose	3.05864
2939	arizona	3.075298
2940	protest	2.9907048
2941	showing	3.100928
2942	believing	3.0554357
2943	whedon	3.0501826
2944	concerts	3.1494837
2945	pledge	3.182633
2946	bulgaria	3.0468237
2947	via	3.0755928
2948	godfather	3.036359
2949	cases	3.0177565
2950	kunga	3.0873408
2951	.)	3.0873408
2952	website	3.1384888
2953	14	2.9827733
2954	unusual	2.9984238
2955	evening	3.0582268
2956	wifi	3.0177941
2957	array	3.1341767
2958	departed	2.975575
2959	grand	3.102656
2960	forces	2.983238
2961	public	3.1372244
2962	psychiatrists	3.0848804
2963	feeling	2.9795446
2964	numerous	3.0614092
2965	wipe	3.1003537
2966	showed	2.9939945
2967	children	3.086476
2968	locals	3.1072662
2969	worried	2.975575
2970	livingstone	3.0713198
2971	decay	2.9767005
2972	master	3.1173463
2973	worry	2.9769092
2974	photograph	3.0068002
2975	pacific	3.0766196
2976	russian	3.0238204
2977	jewish	3.0782356
2978	employees	3.1166556
2979	nerve	2.9882934
2980	damaged	2.975575
2981	blocks	3.029297
2982	quotidian	3.0112672
2983	edelman	3.0342648
2984	straus	3.006182
2985	island	3.0181813
2986	jury	3.0669897
2987	craftsmanship	3.1660528
2988	lashing	2.976183
2989	1792	2.9853396
2990	...	3.0547678
2991	path	3.029782
2992	drivers	3.1033795
2993	rotting	2.975575
2994	uncertain	2.975575
2995	sell	3.1620586
2996	effect	3.000711
2997	nest	2.9901836
2998	ambush	2.975575
2999	preserve	3.1947937
3000	dvorov	3.0873408
3001	crowded	2.975575
3002	cold	2.975575
3003	taipa	3.0429282
3004	innovate	3.1876566
3005	andrew	3.0515928
3006	met	2.9850593
3007	cars	3.048595
3008	propaganda	3.0556905
3009	oaths	2.9810297
3010	cranberry	3.0893068
3011	extensive	3.0712981
3012	always	3.1478653
3013	tritone	3.119997
3014	management	3.1301389
3015	can	3.1735697
3016	punished	2.9768555
3017	collector	3.120967
3018	silver	2.9903963
3019	because	3.0231638
3020	iraqis	3.0329132
3021	sign	3.096089
3022	laws	3.0589764
3023	please	3.1523917
3024	opens	3.0971937
3025	lisa	3.0789423
3026	),	3.0873408
3027	slowly	2.975575
3028	cited	2.9881976
3029	capital	3.063685
3030	services	3.1086974
3031	may	3.0152361
3032	occur	3.0079968
3033	requested	3.0156736
3034	ll	3.3255246
3035	example	3.0840704
3036	psychological	3.048041
3037	exhibit	3.1155972
3038	sequences	3.0845072
3039	crush	2.9806764
3040	acquired	3.0355508
3041	lantern	2.984079
3042	benefit	3.1389081
3043	commented	3.0020597
3044	cancer	2.975949
3045	helpful	3.030959
3046	truths	3.0216968
3047	hitting	3.0172615
3048	adamant	3.0171037
3049	not	3.0086565
3050	art	3.1339047
3051	calendar	3.1289127
3052	troubling	2.975575
3053	labhart	3.0873408
3054	actions	3.0298746
3055	exactly	3.0571342
3056	willow	3.0215065
3057	motion	2.9965847
3058	perception	3.030749
3059	bargain	3.1717002
3060	rigg	3.0668528
3061	apulcans	3.0873408
3062	mentors	3.1114354
3063	events	3.040227
3064	visit	3.1304998
3065	forte	3.0732102
3066	tibbets	3.0873408
3067	graduate	3.1295
3068	21st	3.0453093
3069	guessed	2.975575
3070	story	3.0421076
3071	revive	2.9986722
3072	murphy	3.041417
3073	situation	2.9757905
3074	had	2.9773211
3075	policy	3.1044488
3076	humane	3.1467068
3077	claim	3.10756
3078	serving	3.1156628
3079	trades	3.0588512
3080	certain	3.0572176
3081	recitals	3.118
3082	thinking	3.0024118
3083	back	3.0404906
3084	giant	3.0244553
3085	1990	2.994062
3086	deeply	2.9757535
3087	footprint	3.080169
3088	inconceivable	2.9762986
3089	such	3.0784922
3090	300	3.0507643
3091	sending	3.000739
3092	writers	3.1162696
3093	animal	3.1058648
3094	literary	3.140268
3095	lifelong	3.176319
3096	roots	3.0338304
3097	buildings	2.9982405
3098	go	3.174414
3099	sha	3.0906146
3100	favor	3.0996969
3101	heston	3.1119633
3102	roll	3.0453644
3103	haying	2.9983003
3104	trademark	3.0856001
3105	anger	2.975575
3106	lawmaker	2.9999008
3107	sensations	2.9845488
3108	there	3.0797012
3109	defining	3.101035
3110	alvares	3.0873408
3111	noram	3.0873408
3112	causeway	2.9913313
3113	district	3.056757
3114	alaska	3.0704992
3115	know	3.1248276
3116	for	3.0973873
3117	alone	2.9834323
3118	boom	3.027465
3119	cameron	3.0696092
3120	study	3.078801
3121	asheville	3.1201248
3122	expanded	3.0474296
3123	motorists	3.1234562
3124	photos	3.0598717
3125	respectfully	3.106188
3126	foodies	3.1866791
3127	traditional	3.11096
3128	cleric	2.975575
3129	facebook	3.0985043
3130	al	3.0644996
3131	wormhole	2.9757118
3132	harvester	3.051934
3133	crossroads	2.9820724
3134	unsympathetically	2.975575
3135	sale	3.1142445
3136	friday	3.0464761
3137	bellagio	3.0733445
3138	economy	3.023492
3139	absenteeism	2.975575
3140	33	2.9800587
3141	canoe	3.0187812
3142	meridian	3.0483832
3143	porn	3.0805163
3144	lost	2.975575
3145	soil	2.9893532
3146	passengers	2.9835205
3147	measured	2.994207
3148	diplomatic	3.0476947
3149	crossed	2.975695
3150	range	3.130162
3151	7th	3.0144124
3152	humankind	3.12228
3153	staff	3.1078212
3154	outlying	2.9834259
3155	door	2.9918194
3156	d	3.0724328
3157	choked	2.975575
3158	cautiously	2.9759438
3159	43	2.9789279
3160	realize	3.0816998
3161	closed	2.975575
3162	stellwagen	3.0873408
3163	jazz	3.1550999
3164	relatively	2.9796877
3165	purposes	3.082059
3166	receive	3.1568503
3167	facility	3.0894423
3168	concourse	3.0348876
3169	prescriptive	3.1135204
3170	forgive	2.9932325
3171	drum	3.0760145
3172	cabernet	3.1210637
3173	dry	2.9787161
3174	napa	3.0845664
3175	j	3.0315108
3176	some	3.0784109
3177	potential	3.0798023
3178	going	3.0578647
3179	assumed	2.975575
3180	hey	3.1490717
3181	overland	2.9765859
3182	fourths	3.0412722
3183	glimpses	2.9760525
3184	improve	3.1989057
3185	somewhat	2.9756365
3186	lesser	3.0397499
3187	referring	3.0345094
3188	structural	3.0804262
3189	chang	3.0726917
3190	trace	2.9762068
3191	struthers	3.0873408
3192	charms	3.0387294
3193	service	3.1310794
3194	june	3.0221238
3195	keep	3.2174041
3196	asking	3.0317614
3197	fine	3.0942874
3198	isis	3.074718
3199	endorsement	3.1272
3200	flame	2.9789004
3201	protects	3.1808248
3202	fallen	2.975575
3203	crafts	3.1500094
3204	efficient	3.1290126
3205	interested	3.0723765
3206	shaven	2.9782195
3207	slips	2.975575
3208	housewives	3.0852935
3209	must	3.1238458
3210	stands	3.099529
3211	disappointed	2.9769917
3212	122	2.9809098
3213	lettuce	3.0523467
3214	strong	3.1279616
3215	chance	3.1588285
3216	bird	3.022844
3217	intends	3.0902832
3218	justice	3.0831926
3219	afford	3.094608
3220	ranking	3.067439
3221	box	3.0770245
3222	diaper	3.114684
3223	terminus	3.0016487
3224	skin	2.9776433
3225	stunning	3.1314487
3226	protect	3.126223
3227	oevres	3.0873408
3228	maintain	3.197393
3229	arm	2.9765942
3230	grasp	2.988909
3231	room	3.021175
3232	yardstick	3.1226993
3233	two	3.054388
3234	antie	3.0873408
3235	overturned	2.9757447
3236	cortez	3.069652
3237	135	2.9880657
3238	dose	3.042669
3239	""","	3.0873408
3240	traits	3.081663
3241	classic	3.1658146
3242	bet	3.1771004
3243	already	3.0147102
3244	stimulated	3.0698295
3245	their	3.1264012
3246	sought	2.9764128
3247	actually	3.0647573
3248	marketplace	3.1607366
3249	extremely	3.0013335
3250	grandeur	3.030974
3251	"."""	3.0873408
3252	stream	3.0120435
3253	partnership	3.1737983
3254	abortions	2.999878
3255	10am	3.0220373
3256	admission	3.04054
3257	included	3.0432312
3258	tough	3.0349157
3259	aspirin	3.0453053
3260	force	3.0151238
3261	menu	3.122118
3262	grandfather	2.9794874
3263	2000	3.0095358
3264	transposed	2.9762223
3265	pendelton	3.090417
3266	gillnets	2.9780636
3267	yada	3.1366289
3268	statutes	3.0151925
3269	london	3.037052
3270	campers	3.1637254
3271	fun	3.2577617
3272	landmark	3.0906672
3273	tax	3.049465
3274	it	3.0995138
3275	searching	2.9845927
3276	proper	3.1402068
3277	enthusiast	3.1517882
3278	chilean	3.125121
3279	2010	3.0268364
3280	model	3.0697281
3281	29s	2.9765627
3282	alienated	2.9757557
3283	millimeter	2.976353
3284	admits	2.997328
3285	beneath	2.9757226
3286	experiments	3.046143
3287	calling	3.0922942
3288	mostly	2.9772608
3289	adoption	3.0363069
3290	58	2.9791112
3291	yankees	3.1118815
3292	teeming	3.0222492
3293	chkc	3.0873408
3294	visual	3.1409116
3295	mughrabi	3.0873408
3296	spent	2.981095
3297	ensure	3.220228
3298	understood	2.9841554
3299	picture	3.0099885
3300	·	3.1044767
3301	chatham	3.1168005
3302	detroit	3.062851
3303	borders	3.0489109
3304	snowstorm	2.975575
3305	japan	3.0458336
3306	minute	3.0154157
3307	serendipity	3.0478659
3308	damn	3.0695689
3309	0035	2.9892857
3310	transportation	3.0579765
3311	disappear	2.9756567
3312	pleasant	3.0626237
3313	undergoes	3.0382714
3314	cut	3.0618482
3315	lay	2.9771268
3316	survival	3.025301
3317	repetitive	2.9860637
3318	uniforms	3.109515
3319	harpoons	2.988845
3320	arthur	3.0176995
3321	says	3.092738
3322	county	3.0636833
3323	pieces	3.064602
3324	evidence	3.0249326
3325	present	3.0598824
3326	frat	3.1382608
3327	member	3.0587647
3328	stanford	3.0478902
3329	those	3.042302
3330	ms	3.0473738
3331	item	3.0961757
3332	trilateral	3.1205337
3333	mouth	2.984911
3334	returns	3.0649884
3335	milk	3.0269086
3336	swirl	2.9763482
3337	court	3.081726
3338	sonoma	3.1008894
3339	technology	3.108689
3340	tumor	2.9756377
3341	sufficiency	3.0921688
3342	begin	3.1196084
3343	susceptible	2.9756474
3344	tourists	2.9882493
3345	ohio	3.0549495
3346	cutting	3.0856912
3347	action	3.1403751
3348	determine	3.0852375
3349	understand	3.1236541
3350	luxury	3.0798988
3351	?”	3.0873408
3352	twenty	2.9956276
3353	smoked	2.9756362
3354	clarified	2.9863644
3355	appreciatively	2.9989495
3356	ivan	3.0559328
3357	attempting	2.979073
3358	tupelohoneycafe	3.0873408
3359	fred	3.080945
3360	puzzles	3.096767
3361	highly	3.0817537
3362	avoiding	2.9838116
3363	asked	2.9845777
3364	regularly	3.0903387
3365	isn	3.1018238
3366	basics	3.1396806
3367	accurately	3.0327837
3368	career	3.1197236
3369	liveliest	3.1100838
3370	distinguishing	3.079844
3371	bradley	3.0218244
3372	week	3.033161
3373	2003	3.0080614
3374	fugato	3.0239491
3375	signals	3.0486546
3376	arguments	3.0348892
3377	racer	3.059265
3378	delaware	3.0691385
3379	clearly	3.0078824
3380	contributor	3.0565581
3381	lists	3.029662
3382	feet	2.9756165
3383	heaped	2.9756622
3384	her	3.060134
3385	s	3.130271
3386	anymore	2.9903982
3387	needs	3.1029463
3388	flips	3.1091878
3389	fighters	3.0286844
3390	hazing	3.0303886
3391	governor	3.0226583
3392	higlighting	3.0938418
3393	old	3.032518
3394	fly	3.0533626
3395	stuff	3.1272156
3396	she	3.0523982
3397	federal	3.0531049
3398	couldn	2.9850993
3399	forefathers	3.0718431
3400	restrictions	3.0039003
3401	wooden	3.023448
3402	class	3.1252534
3403	socialism	3.043567
3404	shopping	3.161551
3405	2006	3.010904
3406	tonic	3.0897293
3407	suspected	2.975575
3408	pinched	2.975575
3409	quality	3.1868231
3410	hits	3.0214317
3411	establish	3.1776655
3412	choose	3.1645732
3413	before	3.0035481
3414	projected	2.9765773
3415	parts	3.0308032
3416	humpback	3.0122492
3417	winners	3.1487708
3418	semesters	2.9962475
3419	camperships	3.128397
3420	dead	2.975575
3421	imbibing	3.0943062
3422	named	2.9971275
3423	might	2.988885
3424	black	2.989154
3425	world	3.134064
3426	lead	3.0722504
3427	squashes	3.0347621
3428	estimated	2.9841504
3429	wallace	3.0020704
3430	leghold	3.0873408
3431	pence	3.0719311
3432	like	3.091793
3433	catania	2.997475
3434	carbon	3.0801647
3435	perceived	2.9793198
3436	lambrinos	3.0873408
3437	worldwide	3.1457129
3438	all	3.1411083
3439	16	2.9838507
3440	aspca	3.08089
3441	killers	3.0192366
3442	united	3.093921
3443	miracle	3.0261827
3444	preliminary	3.0389848
3445	pair	3.1384206
3446	hong	3.0584779
3447	announcement	3.0090115
3448	naps	3.022451
3449	wambaugh	3.0873408
3450	perceive	3.0898778
3451	n	3.0777624
3452	small	3.0029507
3453	57	2.9816608
3454	johar	3.1051857
3455	rescued	2.975575
3456	approval	3.0945272
3457	forth	3.0708432
3458	codify	3.1200364
3459	concrete	2.9872246
3460	obscure	2.9770877
3461	die	2.9757068
3462	judy	3.1297927
3463	chairman	3.0469809
3464	managing	3.1067803
3465	becomes	3.0545166
3466	contains	3.1007526
3467	reads	3.0978906
3468	gay	3.0473404
3469	williams	3.031915
3470	wait	3.0554683
3471	signing	3.1085851
3472	leader	3.0893006
3473	plan	3.1324596
3474	made	3.047926
3475	trips	3.0704846
3476	outline	3.046812
3477	crash	2.975575
3478	mukhopadhyay	3.0873408
3479	numbers	3.0102167
3480	particularly	2.9868724
3481	consider	3.1160793
3482	extensively	3.025348
3483	coast	2.985324
3484	tokhtakhounov	3.0873408
3485	drugs	3.0240684
3486	history	3.0727367
3487	fade	2.9761145
3488	supplemental	3.094658
3489	improved	3.1053088
3490	try	3.1847682
3491	captain	2.9869127
3492	rigorous	3.1320136
3493	watch	3.1607814
3494	lit	2.9839895
3495	46	2.9795294
3496	vote	3.1143587
3497	live	3.148376
3498	jumps	2.9891226
3499	emergency	2.9899573
3500	maximum	3.1514816
3501	multi	3.1162462
3502	revival	3.0274346
3503	destination	3.045339
3504	purchase	3.177901
3505	answers	3.0163388
3506	societies	3.0780718
3507	u	3.1557174
3508	sexuality	3.099536
3509	standing	2.9837608
3510	construction	3.0786257
3511	negation	3.0044472
3512	regardless	3.1148717
3513	capturador	3.0873408
3514	disembark	2.9783835
3515	told	3.0021021
3516	whoever	3.127999
3517	previously	2.9888957
3518	gow	3.1053586
3519	advocates	3.1248853
3520	news	2.9840865
3521	parcel	3.0696447
3522	ultimately	3.0647337
3523	retailers	3.0955176
3524	where	3.0565174
3525	ink	2.9886055
3526	address	3.071573
3527	coaster	3.0639002
3528	bernardo	3.0766456
3529	9th	2.9989555
3530	leaders	3.0967555
3531	professional	3.2003424
3532	warner	3.083684
